content_id,client_id,baseline_score,suggested_action,reason_codes,impressions_90d,days_since_last_update,avg_position,ctr,engagement_rate,trend_direction
content_c86dd0f724c7,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",28963,104,6.6,0.25,2.94,stable
content_5f19c4f0c2f2,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",950,20,12.7,0.21,0.0,down
content_1974e7c1badb,client_a88a7902cb,0,monitor,"low_ctr, low_engagement",8,8,6.1,0.0,0.0,flat
content_9771d587eac3,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",1397,104,7.8,0.43,0.79,down
content_3a7deadb6be0,client_19581e27de,0,monitor,"low_ctr, low_engagement",389,22,56.9,0.26,0.0,stable
content_3578e4b2b3f0,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",726,20,35.2,0.0,0.0,down
content_b9a6b0dc39ee,client_19581e27de,0,monitor,"low_ctr, low_engagement",82,22,9.0,0.0,0.0,up
content_7d186020da36,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",30859,22,7.4,0.04,0.0,stable
content_7ec2aad2c1c1,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1555,22,23.7,0.13,2.33,stable
content_85b466769266,client_624b60c58c,0,monitor,"low_ctr, low_engagement",25,8,6.5,0.0,0.0,down
content_60d8bed12578,client_e29c9c180c,0,monitor,"low_ctr, low_engagement",3,20,4.7,0.0,0.0,new
content_79a419d37733,client_e29c9c180c,0,monitor,"low_ctr, low_engagement",1,20,0.0,0.0,0.0,new
content_00dda64bb29a,client_98a3ab7c34,0,monitor,"low_ctr, low_engagement",3,1,9.0,0.0,0.0,new
content_c113371dbf00,client_d4735e3a26,0,monitor,"low_ctr, low_engagement",15,20,6.1,0.0,0.0,stable
content_cc93422aa553,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",1904,104,22.1,0.11,0.0,down
content_f9a100f2d431,client_19581e27de,0,monitor,"low_ctr, low_engagement",193,22,55.8,0.0,0.0,up
content_8727cbf06ba9,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",5341,104,5.7,0.26,0.0,down
content_e821bd4f8ee7,client_19581e27de,0,monitor,"low_ctr, low_engagement",267,104,17.9,0.0,0.0,up
content_430834d9caa6,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",885,13,25.4,0.34,0.0,down
content_7d45fa163356,client_e629fa6598,0,monitor,"low_ctr, low_engagement",6,22,36.5,0.0,0.0,new
content_47b970493481,client_19581e27de,0,monitor,"low_ctr, low_engagement",153,104,12.5,0.0,0.0,down
content_33bc8b9fed87,client_25fc0e7096,0,monitor,"low_ctr, low_engagement",3,6,0.0,0.0,0.0,new
content_087c0da3e079,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",8102,104,3.6,0.22,18.75,down
content_951e54bb1d01,client_98a3ab7c34,0,monitor,"low_ctr, low_engagement",8,1,7.0,0.0,0.0,down
content_a6923d88103f,client_7f2253d7e2,0,monitor,"high_visibility, low_ctr, low_engagement",7279,20,22.1,0.55,7.14,down
content_bea03a08f12c,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",1213,104,7.3,0.08,0.0,down
content_f30d30832c2d,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",644,104,8.2,0.16,0.0,down
content_0c96e2bb8f57,client_4ec9599fc2,0,monitor,"low_ctr, low_engagement",56,20,9.3,0.0,0.0,stable
content_5a6a88d83124,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",2387,104,18.6,0.0,0.0,down
content_a08589de571d,client_8527a891e2,0,monitor,"high_visibility, low_ctr, low_engagement",1927,104,20.3,0.16,0.0,down
content_b57917487e5a,client_d029fa3a95,0,monitor,"stale_content, low_ctr, low_engagement",40,183,7.6,0.0,0.0,down
content_f3f0a4ce87b4,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",20714,26,11.4,0.25,9.09,down
content_abf535d9051e,client_b4944c6ff0,0,monitor,"high_visibility, low_ctr, low_engagement",132718,20,3.9,0.92,17.15,stable
content_7ec8f9ac7f88,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",2546,104,10.6,0.16,0.5,down
content_29a7e3c025d0,client_8722616204,0,monitor,"low_ctr, low_engagement",96,8,7.6,0.0,0.0,down
content_f6381c4c86c0,client_8722616204,0,monitor,"low_ctr, low_engagement",243,8,7.7,0.0,0.0,down
content_a4da01b55f29,client_9f14025af0,0,monitor,"low_ctr, low_engagement",45,20,19.6,0.0,0.0,new
content_f82565d60889,client_bbb965ab0c,0,monitor,"high_visibility, low_ctr, low_engagement",605,20,15.8,0.66,16.67,up
content_b2c15c0a868c,client_e29c9c180c,0,monitor,"low_ctr, low_engagement",4,20,69.0,0.0,0.0,down
content_74da88d882b5,client_349c41201b,0,monitor,"high_visibility, low_ctr, low_engagement",986,20,40.7,0.0,0.0,stable
content_38d406367e3f,client_98a3ab7c34,0,monitor,"low_ctr, low_engagement",12,1,35.8,0.0,0.0,up
content_41bcf8c94876,client_4e07408562,0,monitor,"low_ctr, low_engagement",368,104,7.9,0.82,0.0,down
content_0f9b311a8e8b,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",32281,20,10.7,0.1,0.0,down
content_17aa56bdad68,client_d4735e3a26,0,monitor,"stale_content, low_ctr, low_engagement",2,211,4.0,0.0,0.0,stable
content_ead3bbc07ddd,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",53,20,8.5,0.0,0.0,down
content_72fbae509aa5,client_b4944c6ff0,0,monitor,"high_visibility, low_ctr, low_engagement",33199,20,4.3,0.47,4.41,down
content_b5db3c2e6d05,client_f369cb89fc,0,monitor,"low_ctr, low_engagement",83,20,4.9,0.0,0.0,down
content_ac3aa5de7b38,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1122,104,17.5,0.18,0.0,up
content_5d5d0256fabb,client_624b60c58c,0,monitor,"low_ctr, low_engagement",13,104,6.5,0.0,0.0,down
content_fcde068b12d7,client_f369cb89fc,0,monitor,"high_visibility, low_ctr, low_engagement",562,20,38.1,0.36,0.0,up
content_1787097114c8,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",6391,14,27.1,0.06,14.29,down
content_ad3389beec5f,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",607,104,13.0,0.16,0.0,stable
content_8fdbff16a886,client_f74efabef1,0,monitor,"high_visibility, low_ctr, low_engagement",3863,20,12.0,0.0,0.0,new
content_64a63add2c92,client_a88a7902cb,0,monitor,"high_visibility, low_ctr, low_engagement",651,20,13.0,0.46,0.0,up
content_fec82453d953,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1411,20,19.0,0.14,0.0,up
content_0fe2b5eda5c5,client_f369cb89fc,0,monitor,"low_ctr, low_engagement",128,20,7.7,0.0,0.0,down
content_6f39f7db3a44,client_624b60c58c,0,monitor,"low_ctr, low_engagement",261,8,7.9,0.38,0.0,down
content_15a89916539c,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",1791,14,26.0,0.11,7.69,down
content_4983b29e8a51,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",674,20,76.2,0.0,0.0,up
content_809b50c43cad,client_4e07408562,0,monitor,"high_visibility, low_ctr",579,13,29.7,0.0,100.0,stable
content_f630037749d0,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",1016,20,2.3,0.0,0.0,down
content_fbc307eb7c19,client_3fdba35f04,0,monitor,"low_ctr, low_engagement",68,104,46.8,0.0,0.0,down
content_25a968125509,client_25fc0e7096,0,monitor,"low_ctr, low_engagement",3,8,0.0,0.0,0.0,new
content_27d2521009de,client_25fc0e7096,0,monitor,"low_ctr, low_engagement",3,8,0.0,0.0,0.0,new
content_f56e372600a7,client_3fdba35f04,0,monitor,"low_ctr, low_engagement",291,104,17.6,0.0,0.0,down
content_7a883d489406,client_8527a891e2,0,monitor,"low_ctr, low_engagement",10,20,4.5,0.0,0.0,stable
content_36cef655bad7,client_bbb965ab0c,0,monitor,"high_visibility, low_ctr, low_engagement",1354,20,28.1,0.0,0.0,down
content_9c17ba2e07fb,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",103,20,8.5,0.97,0.0,stable
content_10e0fbf10035,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",2360,20,4.9,0.0,0.0,down
content_2053f3506ce3,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",793,104,48.2,0.13,0.0,stable
content_f48715fb79b4,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",985,22,7.6,0.2,0.0,down
content_8d776a9af562,client_624b60c58c,0,monitor,"high_visibility, low_engagement",778,104,3.2,1.67,0.0,down
content_0c0ae627d301,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",11353,104,3.5,0.33,6.25,up
content_1540bc5592f5,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",3085,22,9.3,0.49,2.16,down
content_cf2d021d1f2f,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",21174,104,3.5,0.28,2.74,stable
content_6e1955f4f85a,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",27547,104,5.0,0.37,3.97,up
content_8a1815da1cff,client_8722616204,0,monitor,"low_ctr, low_engagement",26,20,8.3,0.0,12.5,down
content_ee7f28fec27a,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",1287,104,6.4,0.08,0.0,down
content_edded98d6193,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",11168,104,4.8,0.21,2.56,down
content_ed8bc297cd74,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",1355,104,15.0,0.52,0.0,down
content_c255afdbbb55,client_bbb965ab0c,0,monitor,"high_visibility, low_ctr, low_engagement",3933,15,13.7,0.36,0.0,down
content_518b17b34e78,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",5270,104,7.8,0.17,9.09,down
content_cea61c7cf099,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",355,20,12.5,0.0,0.0,down
content_53c2515645a6,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",3715,104,27.7,0.16,0.0,up
content_457273180469,client_d4735e3a26,0,monitor,"low_ctr, low_engagement",13,20,8.5,0.0,0.0,up
content_942b81c59487,client_19581e27de,0,monitor,"low_ctr, low_engagement",499,22,50.2,0.0,0.0,up
content_72202bc751ef,client_f74efabef1,0,monitor,"low_ctr, low_engagement",34,20,52.6,0.0,0.0,down
content_d8a3c9484a1b,client_e629fa6598,0,monitor,"high_visibility, low_ctr, low_engagement",523,22,36.5,0.0,0.0,down
content_5c3bd4e1f53d,client_7f2253d7e2,0,monitor,"high_visibility, low_ctr, low_engagement",15653,20,34.0,0.04,0.0,down
content_9b9f55f3c736,client_a88a7902cb,0,monitor,"high_visibility, low_ctr, low_engagement",986,20,11.2,0.1,0.0,down
content_d72fc05ccca7,client_8527a891e2,0,monitor,"low_ctr, low_engagement",6,20,3.8,0.0,18.18,up
content_581f405133c1,client_a88a7902cb,0,monitor,"high_visibility, low_ctr",4553,28,10.6,0.0,50.0,down
content_e9e01655126c,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",4006,14,13.0,0.12,14.29,stable
content_c148e44db30d,client_8527a891e2,0,monitor,"low_ctr, low_engagement",335,104,31.3,0.0,0.0,up
content_360fd5cca23b,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",4125,104,4.5,0.22,0.0,down
content_67d872c4a067,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",25492,25,6.9,0.76,8.97,up
content_38da61fa9928,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",7690,20,10.9,0.52,12.96,stable
content_adfa71f879e9,client_7f2253d7e2,0,monitor,"high_visibility, low_ctr, low_engagement",10725,20,26.7,0.04,0.0,down
content_26a19983cf7c,client_d4735e3a26,0,monitor,low_engagement,9,20,10.1,11.11,0.0,new
content_47d1c96b333f,client_8527a891e2,0,monitor,low_engagement,23,20,12.3,4.35,0.0,down
content_22130da13998,client_7f2253d7e2,0,monitor,"high_visibility, low_ctr, low_engagement",18509,20,31.4,0.11,0.0,down
content_f41eae0e83eb,client_f369cb89fc,0,monitor,"low_ctr, low_engagement",67,20,9.1,0.0,0.0,down
content_ab834cdef6e4,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",1313,20,20.6,0.46,0.0,down
content_b27403c7d35e,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",8159,25,10.7,0.22,0.0,stable
content_d2789ee4b8a3,client_3fdba35f04,0,monitor,"low_ctr, low_engagement",231,104,5.5,0.0,0.0,down
content_0f2be543df13,client_a88a7902cb,0,monitor,"low_ctr, low_engagement",53,28,19.0,0.0,0.0,down
content_61f1658abb27,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",10134,20,5.1,0.44,9.09,stable
content_fe2623fed518,client_349c41201b,0,monitor,"high_visibility, low_ctr, low_engagement",51159,20,8.0,0.24,3.07,stable
content_db1a57eb82b6,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",3733,104,7.7,0.08,0.0,down
content_1ab62c6506fe,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",1404,20,28.0,0.28,10.71,down
content_d30b448b0bab,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",2242,104,8.1,0.0,0.0,down
content_a1a5015186be,client_f369cb89fc,0,monitor,"low_ctr, low_engagement",16,20,6.8,0.0,0.0,down
content_ee7a2a6503c8,client_bbb965ab0c,0,monitor,"high_visibility, low_ctr, low_engagement",843,15,27.3,0.0,0.0,up
content_b24f1e2147a4,client_19581e27de,0,monitor,"high_visibility, low_ctr",3738,20,3.6,0.05,20.0,down
content_3562ee1e8f59,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1105,22,9.7,0.36,0.0,up
content_1b47f950a64e,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",672,20,25.8,0.0,0.0,down
content_a6e0f1a76758,client_2c624232cd,0,monitor,"low_ctr, low_engagement",28,22,35.7,0.0,0.0,up
content_1a798f06637b,client_3fdba35f04,0,monitor,"low_ctr, low_engagement",462,104,44.5,0.22,0.0,down
content_ebbf03314e8e,client_3fdba35f04,0,monitor,"low_ctr, low_engagement",428,104,7.4,0.23,0.0,down
content_311f7c91e190,client_8527a891e2,0,monitor,"low_ctr, low_engagement",418,104,7.4,0.0,0.0,stable
content_704618d1b448,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",9163,104,20.3,0.14,0.0,down
content_655bacb71fbb,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1558,104,11.4,0.0,0.0,stable
content_3ec5142fa1c8,client_19581e27de,0,monitor,"low_ctr, low_engagement",209,104,29.5,0.0,7.14,up
content_6cc95bb17aea,client_349c41201b,0,monitor,"high_visibility, low_ctr, low_engagement",1490,20,12.5,0.47,0.0,stable
content_3be3190f1969,client_f74efabef1,0,monitor,"low_ctr, low_engagement",256,20,10.0,0.39,0.0,up
content_b8b445ba5ddc,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",1541,7,30.8,0.06,0.0,down
content_3253c0c06f5c,client_2c624232cd,0,monitor,low_ctr,156,22,72.3,0.0,100.0,stable
content_7967c1ffee3c,client_d4735e3a26,0,monitor,"low_ctr, low_engagement",8,20,6.0,0.0,0.0,up
content_1a27ef5fa91e,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",20709,26,12.7,0.28,1.83,down
content_6d5874398f8c,client_25fc0e7096,0,monitor,"low_ctr, low_engagement",3,8,0.0,0.0,0.0,new
content_f136cd37e105,client_8527a891e2,0,monitor,"low_ctr, low_engagement",4,20,20.8,0.0,0.0,up
content_bf0267d876b0,client_7f2253d7e2,0,monitor,"low_ctr, low_engagement",371,20,15.1,0.0,0.0,down
content_cc2ea8cc2559,client_d4735e3a26,0,monitor,"low_ctr, low_engagement",4,20,4.0,0.0,0.0,up
content_ce73a97f2802,client_bbb965ab0c,0,monitor,"low_ctr, low_engagement",208,20,7.7,0.48,0.0,stable
content_f0b417caadfb,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",13902,26,7.2,0.2,8.22,down
content_c21ec5648f9d,client_2c624232cd,0,monitor,"high_visibility, low_ctr, low_engagement",1489,11,29.2,0.27,0.0,stable
content_e72ecedaf986,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1272,22,8.1,0.0,6.25,down
content_264b39eb6bd5,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",5079,20,11.0,0.39,0.0,down
content_c0b3b7319635,client_a88a7902cb,0,monitor,"low_ctr, low_engagement",136,28,12.7,0.0,0.0,down
content_46cbe1d6242b,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",1902,104,40.3,0.05,0.0,down
content_605c064cbf7e,client_d4735e3a26,0,monitor,low_engagement,9,20,3.2,11.11,0.0,down
content_bf36f75616f8,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",15857,104,27.1,0.06,0.0,stable
content_dae4f0790fa2,client_8722616204,0,monitor,"low_ctr, low_engagement",28,20,9.2,0.0,0.0,down
content_036895f3ffbd,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",1563,19,7.6,0.26,0.0,down
content_cb38b79e1e9c,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",15230,104,17.5,0.47,5.0,down
content_0bc496bec1ba,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",2065,22,5.6,0.58,3.85,stable
content_fb5828d5d62f,client_f369cb89fc,0,monitor,"low_ctr, low_engagement",308,20,6.0,0.32,0.0,down
content_eb28741ff2bd,client_9f14025af0,0,monitor,"low_ctr, low_engagement",13,20,52.9,0.0,0.0,down
content_aeb7cf823e3e,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",5910,20,11.1,0.1,1.89,stable
content_08c28f769a4f,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",1657,104,19.8,0.48,0.0,stable
content_15cb6f57162b,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",1205,13,8.3,0.08,0.0,down
content_deae03dc2d26,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",1198,104,27.7,0.17,0.0,down
content_b74b7e3fcb62,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",1137,13,16.3,0.09,0.0,down
content_d8513b981f2c,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",53,20,5.4,0.0,0.0,stable
content_03d394011f56,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",58,20,5.8,0.0,0.0,flat
content_5896935fd3cb,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",922,22,6.0,0.98,0.0,stable
content_fbdecc7242f3,client_6208ef0f77,0,monitor,"low_ctr, low_engagement",52,104,14.7,0.0,0.0,up
content_f5d5b7516980,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",884,104,24.9,0.23,0.0,down
content_27f8e05531ff,client_9f14025af0,0,monitor,"low_ctr, low_engagement",3,20,6.0,0.0,0.0,new
content_ddf7d7516f0f,client_434c9b5ae5,0,monitor,"low_ctr, low_engagement",99,89,7.8,0.0,0.0,down
content_cb3b002631a6,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",12349,104,3.1,0.83,10.69,stable
content_b543d2956cac,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",4235,104,6.4,0.12,0.0,down
content_c861e30f2f7a,client_6208ef0f77,0,monitor,low_engagement,215,104,8.4,1.86,7.69,down
content_e6821dc9f448,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",1185,20,18.8,0.17,0.0,down
content_2f2391b8dd0a,client_7f2253d7e2,0,monitor,"high_visibility, low_ctr, low_engagement",5901,20,29.9,0.03,0.0,down
content_25b98af215b6,client_d4735e3a26,0,monitor,low_engagement,11,20,24.6,9.09,0.0,new
content_acdde80611ba,client_d4735e3a26,0,monitor,"low_ctr, low_engagement",1,20,0.0,0.0,0.0,new
content_5c878553bcfc,client_19581e27de,0,monitor,"low_ctr, low_engagement",266,22,27.6,0.0,0.0,down
content_0158e5183a23,client_2c624232cd,0,monitor,low_ctr,165,22,77.6,0.0,50.0,up
content_015296651b56,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",994,104,12.6,0.0,0.0,down
content_ef1e5f4a8287,client_349c41201b,0,monitor,"high_visibility, low_ctr, low_engagement",1418,8,13.9,0.14,0.0,stable
content_14abc8d82ef6,client_8722616204,0,monitor,"low_ctr, low_engagement",20,104,9.6,0.0,4.88,flat
content_37081d824ea9,client_e29c9c180c,0,monitor,"low_ctr, low_engagement",3,20,2.3,0.0,0.0,down
content_4b94682ccab2,client_a88a7902cb,0,monitor,"low_ctr, low_engagement",9,8,7.2,0.0,0.0,flat
content_0b2e14bc7be9,client_19581e27de,0,monitor,"low_ctr, low_engagement",156,22,24.0,0.0,0.0,stable
content_1a1232c9866d,client_6208ef0f77,0,monitor,"high_visibility, low_engagement",5756,104,5.3,1.32,7.3,stable
content_8587cc728d05,client_d4735e3a26,0,monitor,"low_ctr, low_engagement",7,20,19.6,0.0,0.0,up
content_6430c384931f,client_f369cb89fc,0,monitor,"low_ctr, low_engagement",366,20,2.9,0.0,0.0,down
content_97b6f0e086af,client_6208ef0f77,0,monitor,"high_visibility, low_engagement",15714,104,11.7,1.03,7.27,down
content_a20142196d17,client_8527a891e2,0,monitor,"low_ctr, low_engagement",10,92,22.6,0.0,0.0,up
content_14168e2835b7,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",12521,104,23.5,0.42,3.18,stable
content_b88c26312be3,client_9f14025af0,0,monitor,"low_ctr, low_engagement",2,20,49.0,0.0,0.0,new
content_f5e263332f59,client_a88a7902cb,0,monitor,"low_ctr, low_engagement",67,28,65.3,0.0,0.0,new
content_d08a1e921b11,client_0b918943df,0,monitor,"low_ctr, low_engagement",6,20,7.5,0.0,0.0,new
content_7322998f206f,client_19581e27de,0,monitor,"low_ctr, low_engagement",246,22,17.9,0.0,0.0,stable
content_0858bde57772,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",587,19,8.1,0.17,0.0,up
content_20e0f68c82ce,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",3541,104,15.5,0.2,5.88,down
content_e09b5602ba42,client_8527a891e2,0,monitor,"high_visibility, low_ctr, low_engagement",9681,92,74.3,0.0,0.0,up
content_7e9c6b3fa64c,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",5699,104,10.5,0.35,0.0,up
content_0303b4448197,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",960,20,31.8,0.0,0.0,down
content_2e3ed35f801f,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",7587,7,6.7,0.29,4.17,stable
content_f0fc1abf9ce4,client_d029fa3a95,0,monitor,"low_ctr, low_engagement",77,20,22.3,0.0,0.0,down
content_a3b4f619337e,client_4e07408562,0,monitor,"high_visibility, low_ctr",8347,20,6.8,0.16,21.74,stable
content_34c63365dcb2,client_98a3ab7c34,0,monitor,"low_ctr, low_engagement",13,1,15.4,0.0,0.0,down
content_ff71c103ba32,client_a88a7902cb,0,monitor,"low_ctr, low_engagement",114,28,56.1,0.0,0.0,stable
content_e1f12ff8ceed,client_d4735e3a26,0,monitor,low_engagement,2,20,4.0,50.0,0.0,stable
content_7abc9eec7679,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",5279,104,32.4,0.27,6.67,stable
content_1132ae9172bb,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",582,104,15.1,0.0,2.17,down
content_bd95aceae7c2,client_4ec9599fc2,0,monitor,"low_ctr, low_engagement",11,20,47.3,0.0,0.0,flat
content_a07b85121178,client_a88a7902cb,0,monitor,low_engagement,30,28,53.0,3.33,0.0,new
content_99b96fc838bb,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",864,104,3.3,0.0,0.0,down
content_40367c3cc999,client_d4735e3a26,0,monitor,"low_ctr, low_engagement",102,20,3.2,0.98,0.0,up
content_2fbd3dc719c8,client_4ec9599fc2,0,monitor,"high_visibility, low_ctr, low_engagement",543,104,28.2,0.0,0.0,up
content_e6782a272572,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",1767,20,14.5,0.11,0.0,down
content_1525fde2b132,client_2c624232cd,0,monitor,"low_ctr, low_engagement",125,22,44.8,0.0,0.0,stable
content_9c366e02e317,client_6208ef0f77,0,monitor,"low_ctr, low_engagement",217,104,10.4,0.0,0.0,stable
content_ecb4c5ad80cd,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",682,20,5.1,0.44,0.0,stable
content_8c1e4199d4b0,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",1159,104,23.5,0.09,0.0,down
content_ebb2ea1219e3,client_6208ef0f77,0,monitor,"high_visibility, low_ctr, low_engagement",3133,104,25.1,0.13,0.0,down
content_39e99864636d,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",783,13,31.9,0.0,0.0,down
content_ecf867dc24ee,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",27166,104,8.1,0.15,6.06,stable
content_63d0519f9abe,client_f369cb89fc,0,monitor,"high_visibility, low_ctr, low_engagement",14152,20,11.9,0.11,0.0,down
content_d76da4b6cfc6,client_19581e27de,0,monitor,"low_ctr, low_engagement",235,104,37.1,0.0,1.25,up
content_ada58e33ffde,client_e29c9c180c,0,monitor,"low_ctr, low_engagement",7,104,2.4,0.0,0.0,flat
content_a9d9c7f0f5d3,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",3970,19,11.1,0.6,5.88,down
content_dff20f7fb74e,client_7f2253d7e2,0,monitor,"high_visibility, low_ctr, low_engagement",4744,20,27.1,0.42,3.85,down
content_a3d4f1c0d33c,client_f74efabef1,0,monitor,"low_ctr, low_engagement",168,8,9.3,0.0,0.0,down
content_a34b2f38e9fe,client_19581e27de,0,monitor,"low_ctr, low_engagement",132,22,62.8,0.0,0.0,stable
content_7d26b347c78e,client_7f2253d7e2,0,monitor,"high_visibility, low_ctr, low_engagement",920,20,9.9,0.11,0.0,down
content_f97e09bba9e2,client_3fdba35f04,0,monitor,"high_visibility, low_ctr, low_engagement",2211,104,22.7,0.05,0.0,up
content_a638a00cdb70,client_8722616204,0,monitor,low_ctr,3,8,77.0,0.0,100.0,down
content_132a80648ff5,client_f369cb89fc,0,monitor,low_engagement,24,20,4.4,4.17,0.0,down
content_dc7af5f5be33,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",13061,104,5.9,0.35,8.06,stable
content_8f167b98bd5a,client_19581e27de,0,monitor,"high_visibility, low_ctr, low_engagement",734,22,14.7,0.14,0.0,up
content_4467a5630351,client_f74efabef1,0,monitor,low_engagement,72,20,30.2,1.39,0.0,down
content_575a423f570e,client_4e07408562,0,monitor,"high_visibility, low_ctr, low_engagement",30960,20,6.9,0.2,3.45,up
content_1185fc0263e9,client_7f2253d7e2,0,monitor,"high_visibility, low_ctr, low_engagement",6063,20,4.3,0.96,13.79,stable
content_521244293c01,client_3fdba35f04,0,monitor,"low_ctr, low_engagement",74,20,42.5,0.0,0.0,stable
content_caa26858b45d,client_19581e27de,0,monitor,"low_ctr, low_engagement",93,20,5.1,0.0,0.0,up
